,Text
397,@username vai comear com #bullying logo cedo ?! vc viu o negocio que te mandei no fb?
398,quem mais sofre bullying: ( ) loiras burras. ( ) nerds. (x) o nmero ?24? da chamada. hahaha.
399,"always control your emotion when someone is bullying you. and the secret there to control it, is to don't care the people & walk away."
400,miley fue victima del bullying. #factsmiley
401,"a question on homophobic and transphobic bullying, and the pmb bill on transgendered protection, which died on the order paper. #hw"
402,"what i love about @username is last yr when carl, denny, & kyle tried to bully him he stood his ground & now he is whipping them weekly!!!"
403,@username @username @username that was my cyber bully.
404,cyber bullying: out you go! | malay mail online httplink
405,"@username o problema que hoje em dia as pessoas confundem crtica, ou simplesmente falar a verdade, com bullying, a fica difcil."
406,"@username the bosox are either trying to bully the yanks, or they're a little uptight."
407,"@username vc contra bulling,preconceito com cor e sexo ???"
408,@username leave that little person alone....bully a different midget like @username lol
409,@username it was embarrassing tho cause my bro's friends are over :s t_t i wont bully kyuhyun anymore! wait i will but only for tomo!
410,hey kids!! being bullied on the playground? stop the torment right now by learning how to screech like a pterodactyl!!!
411,"httplink en mi artculo de hoy, hablo sobre el bullying...grave problema social"
412,imagina se eu tivesse mesmo com catapora o bullying que ia ser
413,don't run on a bully or ave . you gonna get tired
414,bullying vira tema de projeto em escola pblica da capital httplink
415,"um nickin minaj, when are you going to stop bullying lil kim? it's not nice you know..."
416,bully beatdown!
417,@username dm me your email haha. bully.
418,deputado toinho do sopo diz que est sendo vtima de bullying: deputado toinho do sopo (da internet) o depu... httplink
419,tearra need to stop being a bully!
420,@username hahaha she bully's you? poor thing! shes so cool to me
421,@username you're a bully.
422,big education ape: end homophobic bullying? michelle rhee speaks at church conference despite anti-gay allegations - httplink
423,#koscielny off which #liverpoolfc have to take advantage of. 2 rookies in this #arsenal back 4 and carroll needs to bully them
424,cold is bullying against single people
425,justin: don't fucking bully people!
426,"photoset: ? ??he?s sensitive, people bully him, too, and he feels lonely and hasn?t got anybody to talk to,... httplink"
427,rebecca black drops out of school due to bullying: ... httplink
428,want to reduce bullying? (things you should know) - secretary duncan announced a few days ago that government offici... httplink
429,"to ouvindo blondie. sofrerei bullying, mas eu gosto"
430,"@username cant hardly remember anything lol, u goin out on monday? i have ben bullied into it! haha xx"
431,dc is a big bully: httplink
432,"@username @username @username bullying cindy,start,now!"
433,#beyondscaredstraight is cracking me up... there making bullies and thugs not be bad by bullying them and scaring them? ha
434,@username are you bullying me? q_q
435,"kids who bully are more likely to get into fights, vandalize property & drop out of school. school violence prev info @ httplink"
436,"@username @username @username wae :o since i'm the maknae, they treat me like one too ;_; like you know how infinite bully sungjong t_t"
437,"meninos do tumblr so assim: - ? meninas do tumblr so assim: ? ? e eu, sou assim: ? ? isso bullying. httplink"
438,the bully the gop has been waiting for httplink #pointyboots #4jobs #2futures #youcut #p2 #tcot
439,alunos de escola do rn lanam campanha contra bullying httplink
440,@username cyber bully
441,@username aonde ?? eu sofro bullying naquele curso
442,bully o kralho
443,@username bullying forte
444,"@username no toh ameaando mas um fato.. tah rolando bullying na sala e eu vou na direo contar, fazendo minha parte, outro fato q +"
445,#np anti-bully zone by @username of my favorite beats/songs ch has ever done. so fucking deep.
446,media availability: experts on bullying and suicide of lgbt youth available for interview |cam nude web|: washin... httplink
447,@username it aint that time diked! go get bullied by your little brother
448,"#np ""big bully"" - lloyd bank$"
449,??bully?????????
450,@username jajaja para de hacer bullying mujer!! xd
451,j9 is just trying to bully atomic because she has the advantage on him #hbs
452,@username just go bully somebody else. i don't debate people who just don't have a clue about the real america.your not worth my wisdom.
453,"warning -----> @username is a big ass (cyber)bully, do not follow him #thatisall"
454,cross the line if you've ever been bullied - last year :/ httplink
455,todos os dias eu recebo e-mail/tutes de gente reclamando da minha posio sobre belo monte... praticamente bullying isso...
456,first lady michelle obama discusses america?s ?culture of bullying? httplink via @username
457,secret's anti-bullying campaign grows facebook likes more than ever: httplink
458,rihanna revel que fue vctima de bullying httplink
459,@username im not a bully :\ :(
460,@username sammy kinda got bullied today:l ahaha!
461,"i never had a bully though, smh #tae"
462,@username when bullying descends to these depths you know that evil exists in zionist israel
463,@username god i hope so!... his a vile person! what a nasty bully
464,girlfriend bullied me the whole day.
465,"mt @username if @username puts studentsfirst, she must help stop bullying! 5yrs ago told steinclub it wasnt important httplink"
466,"#moms #dads key word about #school bullying awareness, prevention? involvement> worth it to address the issue. #parenting #bullying #teach"
467,labor keen on bullying nt families not helping them ... mills
468,bullying affects a quarter of high schools students httplink #bullying #cyberbullying
469,jeff-you got done in by same shit that got ya last time.hiding in the hoh-acting like an arrogant bully & generally being clueless. #bb13
470,i want to be bullied
471,@username sorrrrryyy :( i did offer :p awh i'm sure you're bullying someone! :p x
472,28 foot green bully extensioner ladder (jackson) - $150 httplink
473,"bold, stand, strength, the issue of bullying.. #school & other..truth & some inspiration #moms #kids #teach.. httplink #dads"
474,meu bulling foda #diganoaobulling...
475,"haha ily ""smexy lexi"" (: haha nickname that jake & noah made up for her... <3 & mine is ""ally the bully?"" there nice haha -alyssa..."
476,we would like everyone that took pictures of bully ball to become temporary administrators so you can upload... httplink
477,"today, 17 teens will take their own lives due to bullying. - ? reblog if you care. ? ? [] ? ? always. ? ? if... httplink"
478,@username lol!!! hahaha bully cute girl uh. hahahahaha
479,@username @username i'm not a bully. i just say what most people won't because they are losers
480,i'm glad i'm not playing at te the first game. i'm playing lg. imma be bullying them boys around
481,@username stop bullying #happyworldhumanitarianday #makeachange
482,fazenu trabalho sobre o bullying ...
483,httplink spread the word (: stop bullying...my story...and advice (:
484,"@username name in, you answer me even that was a portuguese tweet!! that's bullying my english sucks i know..."
485,@username well i'll be. she a lil bully huh
486,#newmusic soufside shawt - bedroom bully ft. jay phean and mr.montgemory - httplink
487,o tavo sofre bulling!
488,"the mouthy housewives are on blogher. what do you think, would you save your kid from a bully or let them work it out? httplink"
489,@username mas asismq tem q ser .. hahahahah se nao nao gera humor nem bullying
490,@username ky! lo ga minta maaf sama gue?? heh! lo suka bully gue kan (*???*)
491,"some hitechwatch: ""policymaking and the bully pulpit"" httplink"
492,???? - wikipedia httplink ???????????????????????????????? bully ?????????????????????????
493,us now trying to bully #wikileaks for #assange info with patriot act httplink
494,"mi profesor de d, de la adm, publica, le dio durisimo a los que sufren de bullying, que son maricas sin pantalones que no se pueden defender"
495,"@username o bullying no tem que ter traduo em portugues, nem em lingua nenhuma, tem que deixar de existir!"
496,@username so ryan gets bullied because his dads a soldier? obviously it should be the other way around xxx
497,@username cyber bully? lol i'm not no damn bully. . .
498,@username brahma bully season tenny
499,the bullying ends now httplink
500,far from a bully but i ain't a punk
501,bullying matutino cortesa de sus locutores favoritos @username @username y l vendepias @username en #bdsf escuche sus consejos y pongalo a dieta
502,"@username brendon is far more of a bully, imo"
503,besok mau bully siapa lagi ya
504,"se voc tem problemas com bullying, compre um cafeteira."
505,"karl to ricky; ""it did feel like bullying when you hit me on the head with your mobile phone to see what sound it made"" #anidiotabroad2"
